"GSM530551.CEL.gz"	"GSM530552.CEL.gz"
"1553400_a_at"	"A"	"A"
"1553401_at"	"A"	"M"
"1553402_a_at"	"A"	"A"
"1553403_at"	"A"	"A"
"1553405_a_at"	"A"	"A"
"1553407_at"	"A"	"A"
"1553409_at"	"A"	"A"
"1553410_a_at"	"A"	"A"
"1553411_s_at"	"A"	"A"
"1553412_at"	"A"	"A"
"1553413_at"	"A"	"A"
"1553415_at"	"A"	"A"
"1553417_at"	"A"	"A"
"1553418_a_at"	"A"	"P"
"1553420_at"	"A"	"A"
"1553422_s_at"	"A"	"A"
"1553423_a_at"	"A"	"A"
"1553424_at"	"A"	"A"
"1553425_at"	"A"	"A"
"1553426_at"	"A"	"A"
"1553427_at"	"A"	"A"
"1553428_at"	"A"	"A"
"1553429_at"	"A"	"A"
"1553430_a_at"	"A"	"A"
"1553432_s_at"	"A"	"A"
"1553433_at"	"A"	"A"
"1553434_at"	"A"	"A"
"1553435_at"	"A"	"A"
"1553436_at"	"A"	"A"
"1553437_at"	"A"	"A"
"1553438_at"	"A"	"P"
"1553439_at"	"A"	"A"
"1553440_at"	"A"	"A"
"1553441_at"	"A"	"A"
"1553442_a_at"	"A"	"A"
"1553443_at"	"A"	"A"
"1553444_a_at"	"A"	"A"
"1553446_at"	"A"	"A"
"1553447_at"	"A"	"A"
"1553448_at"	"A"	"A"
"1553449_at"	"A"	"P"
"1553450_s_at"	"A"	"A"
"1553451_at"	"A"	"A"
"1553452_at"	"A"	"A"
"1553453_at"	"A"	"A"
"1553454_at"	"A"	"A"
"1553456_at"	"A"	"A"
"1553457_at"	"A"	"A"
"1553458_at"	"A"	"A"
"1553459_at"	"A"	"A"
"1553460_at"	"A"	"A"
"1553461_at"	"A"	"A"
"1553462_at"	"A"	"A"
"1553464_at"	"A"	"A"
"1553465_a_at"	"A"	"A"
"1553466_at"	"A"	"A"
"1553467_at"	"A"	"A"
"1553468_at"	"A"	"A"
"1553470_at"	"M"	"P"
"1553471_at"	"A"	"A"
"1553472_at"	"A"	"A"
"1553474_at"	"A"	"A"
"1553475_at"	"A"	"A"
"1553478_at"	"A"	"A"
"1553479_at"	"A"	"A"
"1553482_at"	"A"	"A"
"1553483_at"	"A"	"A"
"1553484_at"	"A"	"A"
"1553485_at"	"A"	"A"
"1553486_a_at"	"A"	"A"
"1553488_at"	"A"	"A"
"1553489_a_at"	"A"	"A"
"1553491_at"	"A"	"M"
"1553492_a_at"	"A"	"A"
"1553493_a_at"	"A"	"A"
"1553494_at"	"A"	"A"
"1553497_at"	"A"	"A"
"1553498_at"	"A"	"A"
"1553499_s_at"	"A"	"A"
"1553500_at"	"A"	"A"
"1553502_a_at"	"A"	"P"
"1553504_at"	"A"	"A"
"1553505_at"	"A"	"A"
"1553506_at"	"A"	"A"
"1553507_a_at"	"A"	"A"
"1553508_at"	"A"	"A"
"1553510_s_at"	"P"	"P"
"1553511_at"	"A"	"A"
"1553512_at"	"A"	"A"
"1553513_at"	"A"	"A"
"1553514_a_at"	"A"	"A"
"1553515_at"	"A"	"A"
"1553517_at"	"A"	"A"
"1553518_at"	"A"	"A"
"1553519_at"	"A"	"M"
"1553521_at"	"A"	"A"
"1553523_at"	"A"	"A"
"1553524_at"	"A"	"A"
"1553525_at"	"A"	"A"
"1553526_at"	"A"	"A"
"1553527_at"	"A"	"A"
"1553528_a_at"	"P"	"P"
"1553529_at"	"A"	"A"
"1553530_a_at"	"P"	"P"
"1553531_at"	"A"	"A"
"1553532_a_at"	"A"	"A"
"1553533_at"	"A"	"A"
"1553534_at"	"A"	"A"
"1553535_a_at"	"P"	"P"
"1553536_at"	"P"	"P"
"1553537_at"	"A"	"A"
"1553538_s_at"	"P"	"P"
"1553539_at"	"A"	"A"
"1553540_a_at"	"A"	"A"
"1553541_at"	"A"	"A"
"1553542_at"	"P"	"P"
"1553544_at"	"A"	"A"
"1553545_at"	"A"	"A"
"1553546_at"	"A"	"A"
"1553547_at"	"A"	"P"
"1553549_at"	"A"	"A"
"1553550_at"	"A"	"A"
"1553551_s_at"	"P"	"P"
"1553552_at"	"A"	"A"
"1553553_at"	"A"	"A"
"1553555_at"	"A"	"A"
"1553556_at"	"A"	"A"
"1553558_at"	"A"	"A"
"1553559_at"	"P"	"P"
"1553560_at"	"A"	"A"
"1553561_at"	"A"	"P"
"1553562_at"	"A"	"A"
"1553564_at"	"A"	"A"
"1553565_s_at"	"A"	"A"
"1553566_at"	"A"	"A"
"1553567_s_at"	"P"	"P"
"1553568_a_at"	"P"	"P"
"1553569_at"	"P"	"P"
"1553570_x_at"	"P"	"P"
"1553572_a_at"	"A"	"A"
"1553573_s_at"	"A"	"A"
"1553574_at"	"A"	"A"
"1553575_at"	"P"	"P"
"1553579_a_at"	"A"	"A"
"1553581_s_at"	"P"	"P"
"1553582_a_at"	"A"	"A"
"1553583_a_at"	"A"	"A"
"1553584_at"	"A"	"A"
"1553585_a_at"	"A"	"A"
"1553586_at"	"A"	"A"
"1553587_a_at"	"P"	"P"
"1553588_at"	"P"	"P"
"1553589_a_at"	"A"	"A"
"1553590_at"	"A"	"A"
"1553591_at"	"A"	"A"
"1553592_x_at"	"A"	"A"
"1553593_a_at"	"A"	"A"
"1553594_a_at"	"M"	"P"
"1553599_a_at"	"A"	"A"
"1553600_at"	"A"	"A"
"1553601_a_at"	"A"	"A"
"1553602_at"	"A"	"A"
"1553603_s_at"	"P"	"P"
"1553604_at"	"A"	"A"
"1553605_a_at"	"A"	"P"
"1553607_at"	"A"	"A"
"1553608_a_at"	"A"	"A"
"1553611_s_at"	"A"	"A"
"1553612_at"	"A"	"A"
"1553613_s_at"	"P"	"P"
"1553614_a_at"	"A"	"A"
"1553618_at"	"A"	"A"
"1553619_a_at"	"A"	"A"
"1553620_at"	"A"	"A"
"1553622_a_at"	"P"	"P"
"1553623_at"	"A"	"A"
"1553625_at"	"A"	"A"
"1553626_a_at"	"P"	"P"
"1553627_s_at"	"A"	"A"
"1553629_a_at"	"A"	"A"
"1553630_at"	"A"	"A"
"1553633_s_at"	"A"	"A"
"1553634_a_at"	"A"	"A"
"1553635_s_at"	"A"	"A"
"1553636_at"	"A"	"A"
"1553637_s_at"	"A"	"M"
"1553639_a_at"	"A"	"A"
"1553640_at"	"A"	"A"
"1553641_a_at"	"A"	"A"
"1553642_at"	"A"	"A"
"1553644_at"	"A"	"A"
"1553645_at"	"A"	"A"
"1553646_at"	"A"	"P"
"1553647_at"	"A"	"A"
"1553651_at"	"A"	"P"
"1553652_a_at"	"P"	"P"
"1553654_at"	"A"	"P"
"1553655_at"	"A"	"A"
"1553656_at"	"A"	"A"
"1553657_at"	"A"	"A"
"1553658_at"	"M"	"P"
"1553660_at"	"A"	"A"
"1553661_a_at"	"A"	"A"
"1553663_a_at"	"A"	"A"
"1553666_at"	"P"	"A"
"1553668_at"	"A"	"A"
"1553670_at"	"A"	"A"
"1553672_at"	"A"	"P"
"1553673_at"	"A"	"A"
"1553674_at"	"P"	"P"
"1553675_at"	"A"	"A"
"1553677_a_at"	"P"	"P"
"1553678_a_at"	"P"	"P"
"1553679_s_at"	"P"	"P"
"1553681_a_at"	"A"	"A"
"1553682_at"	"A"	"A"
"1553683_s_at"	"A"	"A"
"1553684_at"	"A"	"P"
"1553685_s_at"	"P"	"P"
"1553686_at"	"A"	"A"
"1553688_at"	"A"	"A"
"1553689_s_at"	"P"	"P"
"1553690_at"	"P"	"P"
"1553691_at"	"M"	"P"
"1553693_s_at"	"A"	"A"
"1553694_a_at"	"P"	"P"
"1553695_a_at"	"A"	"A"
"1553696_s_at"	"A"	"A"
"1553697_at"	"A"	"P"
"1553698_a_at"	"A"	"A"
"1553701_a_at"	"A"	"A"
"1553702_at"	"M"	"A"
"1553703_at"	"P"	"P"
"1553704_x_at"	"P"	"P"
"1553705_a_at"	"A"	"A"
"1553706_at"	"A"	"A"
"1553708_at"	"A"	"A"
"1553709_a_at"	"P"	"P"
"1553710_at"	"A"	"A"
"1553711_a_at"	"A"	"A"
"1553713_a_at"	"A"	"A"
"1553715_s_at"	"P"	"P"
"1553717_at"	"A"	"A"
"1553718_at"	"P"	"P"
"1553719_s_at"	"P"	"P"
"1553720_a_at"	"A"	"A"
"1553721_at"	"A"	"A"
"1553722_s_at"	"A"	"A"
"1553723_at"	"A"	"A"
"1553725_s_at"	"P"	"P"
"1553726_s_at"	"M"	"P"
"1553727_at"	"A"	"A"
"1553728_at"	"A"	"A"
"1553729_s_at"	"A"	"A"
"1553730_x_at"	"A"	"A"
"1553732_s_at"	"P"	"P"
"1553734_at"	"A"	"A"
"1553736_at"	"A"	"A"
"1553739_at"	"A"	"A"
"1553740_a_at"	"P"	"M"
"1553741_at"	"A"	"A"
"1553743_at"	"P"	"P"
"1553746_a_at"	"A"	"P"
"1553747_at"	"A"	"A"
"1553749_at"	"P"	"P"
"1553750_a_at"	"A"	"A"
"1553752_at"	"A"	"A"
"1553755_at"	"A"	"A"
"1553756_at"	"A"	"A"
"1553757_at"	"A"	"A"
"1553759_at"	"A"	"A"
"1553761_at"	"A"	"A"
"1553764_a_at"	"P"	"P"
"1553765_a_at"	"A"	"A"
"1553768_a_at"	"P"	"P"
"1553769_at"	"A"	"A"
"1553770_a_at"	"A"	"A"
"1553772_at"	"A"	"A"
"1553775_at"	"P"	"P"
"1553776_at"	"A"	"A"
"1553778_at"	"A"	"A"
"1553780_at"	"A"	"A"
"1553781_at"	"P"	"A"
"1553785_at"	"A"	"A"
"1553787_at"	"P"	"P"
"1553789_a_at"	"A"	"A"
"1553792_at"	"A"	"A"
"1553793_a_at"	"A"	"A"
"1553794_at"	"A"	"M"
"1553796_at"	"A"	"A"
"1553797_a_at"	"A"	"A"
"1553798_a_at"	"P"	"P"
"1553799_at"	"A"	"A"
"1553801_a_at"	"P"	"P"
"1553802_a_at"	"A"	"A"
"1553803_at"	"A"	"A"
"1553804_a_at"	"A"	"A"
"1553805_at"	"A"	"A"
"1553808_a_at"	"A"	"A"
"1553809_a_at"	"A"	"A"
"1553810_a_at"	"P"	"P"
"1553811_at"	"A"	"A"
"1553812_at"	"A"	"A"
"1553813_s_at"	"A"	"A"
"1553815_a_at"	"A"	"A"
"1553817_at"	"A"	"A"
"1553818_x_at"	"A"	"A"
"1553821_at"	"A"	"A"
"1553822_at"	"A"	"A"
"1553823_a_at"	"A"	"A"
"1553826_a_at"	"A"	"A"
"1553828_at"	"P"	"A"
"1553829_at"	"A"	"A"
"1553830_s_at"	"A"	"A"
"1553831_at"	"A"	"P"
"1553832_at"	"A"	"M"
"1553834_at"	"A"	"A"
"1553835_a_at"	"A"	"A"
"1553837_at"	"A"	"A"
"1553838_at"	"A"	"A"
"1553839_at"	"A"	"A"
"1553840_a_at"	"A"	"A"
"1553842_at"	"A"	"A"
"1553843_at"	"A"	"A"
"1553844_a_at"	"A"	"A"
"1553845_x_at"	"A"	"A"
"1553846_at"	"A"	"A"
"1553847_a_at"	"A"	"A"
"1553849_at"	"A"	"A"
"1553850_at"	"A"	"A"
"1553851_at"	"A"	"A"
"1553852_at"	"A"	"A"
"1553856_s_at"	"A"	"A"
"1553857_at"	"A"	"A"
"1553858_at"	"A"	"A"
"1553859_at"	"A"	"A"
"1553860_at"	"A"	"A"
"1553861_at"	"A"	"A"
"1553863_at"	"A"	"A"
"1553864_at"	"A"	"A"
"1553865_a_at"	"A"	"A"
"1553868_a_at"	"A"	"A"
"1553869_at"	"A"	"A"
"1553871_at"	"A"	"A"
"1553872_at"	"A"	"A"
"1553873_at"	"A"	"A"
"1553874_a_at"	"A"	"A"
"1553875_s_at"	"A"	"A"
"1553876_at"	"A"	"A"
"1553878_at"	"P"	"A"
"1553879_a_at"	"A"	"A"
"1553880_at"	"A"	"A"
"1553881_at"	"A"	"P"
"1553882_at"	"A"	"A"
"1553883_at"	"A"	"A"
"1553885_x_at"	"A"	"A"
"1553886_at"	"A"	"A"
"1553887_at"	"A"	"A"
"1553888_at"	"A"	"A"
"1553889_at"	"A"	"A"
"1553890_s_at"	"A"	"A"
"1553891_at"	"A"	"A"
"1553893_at"	"A"	"A"
"1553894_at"	"A"	"A"
"1553895_at"	"A"	"A"
"1553898_a_at"	"A"	"A"
"1553900_s_at"	"A"	"A"
"1553901_x_at"	"A"	"A"
"1553905_at"	"A"	"A"
"1553906_s_at"	"A"	"A"
"1553907_a_at"	"A"	"A"
"1553909_x_at"	"A"	"A"
"1553910_at"	"A"	"A"
"1553911_at"	"A"	"A"
"1553912_at"	"A"	"A"
"1553914_at"	"A"	"A"
"1553915_at"	"A"	"A"
"1553917_at"	"A"	"A"
"1553918_at"	"M"	"A"
"1553919_at"	"A"	"A"
"1553920_at"	"A"	"A"
"1553923_at"	"A"	"A"
"1553924_at"	"A"	"A"
"1553927_at"	"A"	"A"
"1553928_at"	"P"	"P"
"1553929_at"	"A"	"A"
"1553930_at"	"A"	"A"
"1553931_at"	"A"	"A"
"1553934_at"	"A"	"A"
"1553935_at"	"A"	"A"
"1553936_a_at"	"A"	"A"
"1553938_a_at"	"A"	"A"
"1553940_a_at"	"P"	"P"
"1553943_at"	"A"	"A"
"1553944_at"	"A"	"A"
"1553945_at"	"A"	"A"
"1553946_at"	"A"	"A"
"1553947_at"	"P"	"P"
"1553949_at"	"A"	"A"
"1553952_at"	"A"	"A"
"1553954_at"	"P"	"P"
"1553955_at"	"P"	"P"
"1553956_at"	"P"	"P"
"1553957_at"	"A"	"A"
"1553959_a_at"	"P"	"P"
"1553960_at"	"P"	"P"
"1553961_s_at"	"P"	"P"
"1553962_s_at"	"P"	"P"
"1553963_at"	"A"	"A"
"1553965_x_at"	"A"	"A"
"1553967_at"	"A"	"A"
"1553968_a_at"	"P"	"P"
"1553970_s_at"	"A"	"A"
"1553971_a_at"	"A"	"A"
"1553972_a_at"	"A"	"A"
"1553973_a_at"	"A"	"A"
"1553974_at"	"P"	"P"
"1553976_a_at"	"P"	"P"
"1553977_a_at"	"A"	"A"
"1553978_at"	"P"	"P"
"1553979_at"	"P"	"P"
"1553982_a_at"	"A"	"A"
"1553983_at"	"A"	"A"
"1553984_s_at"	"P"	"P"
"1553986_at"	"P"	"P"
"1553987_at"	"P"	"P"
"1553989_a_at"	"A"	"A"
"1553990_at"	"A"	"A"
"1553991_s_at"	"P"	"P"
"1553992_s_at"	"P"	"P"
"1553993_s_at"	"P"	"P"
"1553994_at"	"P"	"P"
"1553995_a_at"	"P"	"P"
"1553997_a_at"	"P"	"P"
"1553998_at"	"A"	"P"
"1554001_at"	"P"	"P"
"1554003_at"	"P"	"P"
"1554004_a_at"	"P"	"P"
"1554006_a_at"	"A"	"A"
"1554007_at"	"A"	"A"
"1554008_at"	"P"	"P"
"1554010_at"	"P"	"P"
"1554012_at"	"A"	"A"
"1554014_at"	"P"	"P"
"1554015_a_at"	"P"	"P"
"1554016_a_at"	"P"	"P"
"1554017_at"	"A"	"A"
"1554018_at"	"P"	"P"
"1554019_s_at"	"P"	"P"
"1554020_at"	"P"	"P"
"1554021_a_at"	"P"	"P"
"1554022_at"	"A"	"A"
"1554023_s_at"	"A"	"A"
"1554026_a_at"	"P"	"P"
"1554027_a_at"	"P"	"P"
"1554029_a_at"	"P"	"P"
"1554030_at"	"A"	"A"
"1554032_at"	"A"	"A"
"1554033_at"	"A"	"A"
"1554034_a_at"	"A"	"A"
"1554036_at"	"P"	"P"
"1554037_a_at"	"P"	"P"
"1554038_at"	"A"	"A"
"1554039_at"	"A"	"M"
"1554041_at"	"A"	"A"
"1554042_s_at"	"A"	"A"
"1554043_a_at"	"A"	"A"
"1554044_a_at"	"A"	"A"
"1554045_at"	"A"	"A"
"1554047_at"	"P"	"P"
"1554049_s_at"	"P"	"A"
"1554050_at"	"A"	"A"
"1554052_at"	"P"	"P"
"1554053_at"	"P"	"P"
"1554057_at"	"P"	"P"
"1554059_at"	"A"	"A"
"1554060_s_at"	"A"	"A"
"1554062_at"	"A"	"A"
"1554063_at"	"P"	"M"
"1554065_at"	"A"	"A"
"1554067_at"	"P"	"P"
"1554068_s_at"	"A"	"A"
"1554069_at"	"A"	"A"
"1554071_at"	"A"	"A"
"1554072_s_at"	"A"	"A"
"1554074_s_at"	"A"	"A"
"1554076_s_at"	"P"	"A"
"1554077_a_at"	"P"	"P"
"1554078_s_at"	"P"	"P"
"1554079_at"	"P"	"P"
"1554080_at"	"P"	"P"
"1554082_a_at"	"P"	"P"
"1554084_a_at"	"A"	"M"
"1554085_at"	"P"	"M"
"1554086_at"	"A"	"P"
"1554089_s_at"	"P"	"P"
"1554091_a_at"	"P"	"P"
"1554093_a_at"	"P"	"P"
"1554094_at"	"A"	"A"
"1554095_at"	"P"	"P"
"1554096_a_at"	"P"	"P"
"1554097_a_at"	"P"	"A"
"1554098_at"	"A"	"A"
"1554099_a_at"	"A"	"M"
"1554101_a_at"	"P"	"P"
"1554102_a_at"	"P"	"P"
"1554103_at"	"A"	"A"
"1554105_at"	"P"	"P"
"1554106_at"	"P"	"P"
"1554108_at"	"A"	"P"
"1554110_at"	"A"	"A"
"1554112_a_at"	"A"	"A"
"1554113_a_at"	"P"	"A"
"1554114_s_at"	"P"	"P"
"1554115_at"	"A"	"A"
"1554116_s_at"	"A"	"P"
"1554117_at"	"A"	"A"
"1554119_at"	"P"	"P"
"1554121_at"	"A"	"A"
"1554122_a_at"	"P"	"P"
"1554125_a_at"	"A"	"A"
"1554126_at"	"A"	"P"
"1554127_s_at"	"P"	"P"
"1554128_at"	"A"	"A"
"1554129_a_at"	"A"	"A"
"1554131_at"	"A"	"A"
"1554132_a_at"	"P"	"P"
"1554133_at"	"A"	"A"
"1554140_at"	"P"	"P"
"1554141_s_at"	"A"	"A"
"1554142_at"	"A"	"A"
"1554143_a_at"	"A"	"A"
"1554145_a_at"	"P"	"P"
"1554147_s_at"	"A"	"A"
"1554148_a_at"	"P"	"P"
"1554149_at"	"P"	"P"
"1554151_at"	"A"	"A"
"1554152_a_at"	"P"	"P"
"1554153_a_at"	"A"	"A"
"1554154_at"	"P"	"P"
"1554155_at"	"P"	"P"
"1554156_a_at"	"A"	"A"
"1554157_a_at"	"A"	"A"
"1554158_at"	"P"	"P"
"1554159_a_at"	"P"	"P"
"1554160_a_at"	"A"	"A"
"1554161_at"	"A"	"A"
"1554163_at"	"A"	"M"
"1554165_at"	"A"	"A"
"1554167_a_at"	"P"	"P"
"1554168_a_at"	"P"	"P"
"1554170_a_at"	"A"	"A"
"1554171_at"	"P"	"P"
"1554172_a_at"	"A"	"M"
"1554173_at"	"A"	"A"
"1554175_at"	"A"	"A"
"1554176_a_at"	"A"	"P"
"1554177_a_at"	"P"	"P"
"1554178_a_at"	"M"	"P"
"1554179_s_at"	"A"	"A"
"1554181_at"	"A"	"A"
"1554182_at"	"A"	"A"
"1554183_s_at"	"A"	"A"
"1554185_at"	"A"	"A"
"1554187_at"	"A"	"A"
"1554188_at"	"A"	"A"
"1554190_s_at"	"A"	"A"
"1554192_s_at"	"A"	"A"
"1554193_s_at"	"P"	"P"
"1554194_at"	"A"	"A"
"1554195_a_at"	"A"	"A"
"1554196_at"	"A"	"A"
"1554198_at"	"A"	"A"
"1554199_at"	"A"	"A"
"1554201_at"	"A"	"A"
"1554202_x_at"	"P"	"A"
"1554203_at"	"P"	"A"
"1554205_s_at"	"P"	"P"
"1554206_at"	"A"	"P"
"1554208_at"	"A"	"A"
"1554210_at"	"A"	"A"
"1554212_s_at"	"A"	"A"
"1554213_at"	"A"	"A"
"1554214_at"	"A"	"A"
"1554216_at"	"P"	"A"
"1554217_a_at"	"P"	"P"
"1554219_at"	"A"	"A"
"1554220_a_at"	"A"	"A"
"1554222_at"	"A"	"A"
"1554224_at"	"A"	"A"
"1554225_a_at"	"A"	"A"
"1554228_a_at"	"A"	"A"
"1554229_at"	"A"	"P"
"1554231_a_at"	"A"	"A"
"1554232_a_at"	"A"	"A"
"1554233_at"	"A"	"A"
"1554234_at"	"A"	"A"
"1554235_at"	"A"	"A"
"1554237_at"	"A"	"A"
"1554239_s_at"	"P"	"P"
"1554240_a_at"	"A"	"A"
"1554241_at"	"P"	"P"
"1554242_a_at"	"A"	"A"
"1554245_x_at"	"A"	"A"
"1554246_at"	"A"	"A"
"1554248_at"	"P"	"A"
"1554249_a_at"	"P"	"P"
"1554250_s_at"	"P"	"P"
"1554251_at"	"P"	"P"
"1554252_a_at"	"A"	"A"
"1554253_a_at"	"A"	"A"
"1554256_a_at"	"P"	"M"
"1554258_a_at"	"A"	"A"
"1554259_at"	"A"	"A"
"1554260_a_at"	"P"	"P"
"1554261_at"	"M"	"A"
"1554262_s_at"	"A"	"A"
"1554264_at"	"P"	"P"
"1554266_at"	"P"	"A"
"1554268_at"	"A"	"A"
"1554271_a_at"	"P"	"P"
"1554272_at"	"A"	"A"
"1554273_a_at"	"P"	"P"
"1554274_a_at"	"P"	"P"
"1554276_at"	"A"	"A"
"1554277_s_at"	"A"	"A"
"1554279_a_at"	"P"	"P"
"1554280_a_at"	"P"	"P"
"1554281_at"	"A"	"A"
"1554283_at"	"P"	"A"
"1554285_at"	"A"	"P"
"1554286_at"	"A"	"A"
"1554287_at"	"P"	"P"
"1554288_at"	"A"	"A"
"1554290_at"	"M"	"P"
"1554291_at"	"P"	"P"
"1554292_a_at"	"A"	"P"
"1554293_at"	"A"	"A"
"1554294_s_at"	"A"	"A"
"1554295_x_at"	"A"	"A"
"1554296_at"	"A"	"A"
"1554298_a_at"	"A"	"A"
"1554299_at"	"A"	"A"
"1554300_a_at"	"A"	"A"
"1554301_at"	"A"	"A"
"1554302_s_at"	"A"	"P"
"1554303_at"	"A"	"A"
"1554305_at"	"A"	"M"
"1554306_at"	"A"	"A"
"1554307_at"	"A"	"A"
"1554308_s_at"	"A"	"A"
"1554309_at"	"A"	"A"
"1554310_a_at"	"A"	"M"
"1554311_a_at"	"A"	"P"
"1554312_at"	"P"	"P"
"1554314_at"	"P"	"P"
"1554316_at"	"A"	"A"
"1554317_s_at"	"P"	"P"
"1554318_at"	"A"	"A"
"1554319_at"	"A"	"A"
"1554321_a_at"	"P"	"P"
"1554322_a_at"	"A"	"A"
"1554324_s_at"	"P"	"P"
"1554325_at"	"A"	"A"
"1554327_a_at"	"P"	"A"
"1554328_at"	"P"	"P"
"1554329_x_at"	"A"	"A"
"1554331_a_at"	"A"	"A"
"1554332_a_at"	"A"	"A"
"1554333_at"	"A"	"A"
"1554334_a_at"	"A"	"A"
"1554335_at"	"A"	"A"
"1554337_at"	"A"	"A"
"1554339_a_at"	"P"	"P"
"1554340_a_at"	"A"	"A"
"1554341_a_at"	"P"	"P"
"1554342_s_at"	"P"	"P"
"1554343_a_at"	"A"	"A"
"1554344_s_at"	"P"	"M"
"1554345_a_at"	"P"	"P"
"1554346_at"	"A"	"A"
"1554348_s_at"	"A"	"A"
"1554349_at"	"A"	"A"
"1554351_a_at"	"P"	"P"
"1554352_s_at"	"P"	"P"
"1554354_at"	"A"	"A"
"1554355_a_at"	"A"	"A"
"1554356_at"	"A"	"A"
"1554360_at"	"A"	"A"
"1554362_at"	"A"	"A"
"1554364_at"	"A"	"A"
"1554365_a_at"	"P"	"P"
"1554367_at"	"A"	"P"
"1554368_at"	"A"	"A"
"1554371_at"	"A"	"A"
"1554372_at"	"A"	"A"
"1554374_at"	"A"	"A"
"1554375_a_at"	"A"	"A"
"1554376_s_at"	"P"	"P"
"1554377_a_at"	"A"	"A"
"1554378_a_at"	"A"	"A"
"1554379_a_at"	"A"	"A"
"1554380_at"	"A"	"A"
"1554382_at"	"A"	"A"
"1554383_a_at"	"P"	"P"
"1554384_at"	"M"	"A"
"1554385_a_at"	"A"	"A"
"1554386_at"	"A"	"A"
"1554388_at"	"A"	"A"
"1554390_s_at"	"P"	"P"
"1554391_at"	"M"	"A"
"1554393_a_at"	"M"	"P"
"1554394_at"	"A"	"A"
"1554396_at"	"A"	"P"
"1554397_s_at"	"P"	"P"
"1554398_at"	"A"	"A"
"1554400_at"	"A"	"A"
"1554401_a_at"	"A"	"A"
"1554403_a_at"	"A"	"A"
"1554404_a_at"	"A"	"A"
"1554405_a_at"	"A"	"A"
"1554406_a_at"	"A"	"A"
"1554408_a_at"	"P"	"P"
"1554409_at"	"A"	"A"
"1554410_a_at"	"P"	"P"
"1554411_at"	"A"	"P"
"1554413_s_at"	"A"	"A"
"1554414_a_at"	"P"	"P"
"1554415_at"	"P"	"P"
"1554417_s_at"	"P"	"P"
"1554418_s_at"	"A"	"A"
"1554419_x_at"	"A"	"A"
"1554420_at"	"A"	"A"
"1554423_a_at"	"P"	"P"
"1554424_at"	"P"	"P"
"1554428_s_at"	"A"	"A"
"1554429_a_at"	"P"	"P"
"1554430_at"	"M"	"A"
"1554432_x_at"	"P"	"P"
"1554433_a_at"	"P"	"P"
"1554436_a_at"	"A"	"A"
"1554438_at"	"P"	"P"
"1554440_at"	"P"	"A"
"1554441_a_at"	"P"	"P"
"1554442_at"	"A"	"A"
"1554443_s_at"	"A"	"P"
"1554444_s_at"	"P"	"A"
"1554445_at"	"A"	"A"
"1554447_at"	"P"	"A"
"1554448_at"	"A"	"A"
"1554449_at"	"A"	"P"
"1554450_s_at"	"P"	"P"
"1554451_s_at"	"P"	"P"
"1554452_a_at"	"P"	"P"
"1554453_at"	"A"	"M"
"1554455_at"	"A"	"P"
"1554456_a_at"	"P"	"A"
"1554459_s_at"	"A"	"A"
"1554460_at"	"A"	"A"
"1554462_a_at"	"P"	"P"
"1554464_a_at"	"P"	"P"
"1554465_s_at"	"P"	"P"
"1554466_a_at"	"P"	"A"
"1554468_s_at"	"M"	"P"
"1554469_at"	"A"	"A"
"1554470_s_at"	"P"	"P"
"1554471_a_at"	"P"	"P"
"1554472_a_at"	"P"	"P"
"1554473_at"	"A"	"A"
"1554474_a_at"	"P"	"P"
"1554475_a_at"	"A"	"A"
"1554476_x_at"	"A"	"A"
"1554478_a_at"	"P"	"P"
"1554479_a_at"	"A"	"P"
"1554480_a_at"	"P"	"P"
"1554481_a_at"	"A"	"P"
"1554482_a_at"	"P"	"P"
"1554483_at"	"A"	"A"
"1554485_s_at"	"A"	"A"
"1554486_a_at"	"A"	"P"
"1554487_a_at"	"A"	"A"
"1554488_at"	"A"	"A"
"1554489_a_at"	"P"	"P"
"1554491_a_at"	"A"	"A"
"1554492_at"	"A"	"A"
"1554493_s_at"	"P"	"P"
"1554494_at"	"A"	"A"
"1554495_s_at"	"A"	"A"
"1554496_at"	"A"	"A"
"1554499_s_at"	"P"	"P"
"1554500_a_at"	"A"	"A"
"1554501_at"	"A"	"P"
"1554503_a_at"	"A"	"A"
"1554504_at"	"A"	"A"
"1554506_x_at"	"A"	"A"
"1554507_at"	"A"	"A"
"1554508_at"	"A"	"A"
"1554509_a_at"	"P"	"P"
"1554510_s_at"	"P"	"P"
"1554511_at"	"A"	"A"
"1554512_a_at"	"P"	"P"
"1554513_s_at"	"P"	"P"
"1554514_at"	"P"	"P"
"1554516_at"	"A"	"A"
"1554517_x_at"	"P"	"A"
"1554518_at"	"P"	"P"
"1554519_at"	"A"	"A"
"1554520_at"	"A"	"A"
"1554522_at"	"A"	"P"
"1554523_a_at"	"A"	"A"
"1554524_a_at"	"A"	"A"
"1554526_at"	"A"	"A"
"1554528_at"	"A"	"A"
"1554530_at"	"A"	"A"
"1554531_at"	"A"	"A"
"1554533_at"	"A"	"A"
"1554534_at"	"A"	"A"
"1554536_at"	"A"	"A"
"1554537_at"	"A"	"A"
"1554538_at"	"A"	"A"
"1554539_a_at"	"A"	"P"
"1554540_at"	"A"	"A"
"1554541_a_at"	"A"	"A"
"1554542_at"	"A"	"A"
"1554543_at"	"A"	"A"
"1554544_a_at"	"A"	"A"
"1554545_at"	"P"	"A"
"1554547_at"	"A"	"A"
